grid_cell,cell_lat,cell_lon,risk_score,risk_label,risk_flag,target_nuisance_binary,total_complaints,total_nuisance,open_violations,dist_to_nearest_siren_km,siren_coverage_gap,nuisance_rate,open_violation_rate,chronic_parcel_rate
685253.3800_521533.5750,685253.38,521533.575,0.0,,0,0.0,0.0,0.0,0.0,15172.3265,1,0.0,0.0,0.0
685254.0000_515669.3000,685254.0,515669.3,0.0,,0,0.0,0.0,0.0,1.0,6414.4639,1,0.0,0.3333,3.0
685254.2100_515206.7350,685254.21,515206.735,0.0,,0,0.0,0.0,0.0,1.0,5667.661,1,0.0,1.0,0.0
685257.1650_526031.2300,685257.165,526031.23,0.0,,0,0.0,0.0,0.0,0.0,4005.1344,1,0.0,0.0,0.0
685260.8350_515828.8450,685260.835,515828.845,0.0,,0,0.0,0.0,0.0,0.0,14924.0371,1,0.0,0.0,0.0
685261.7950_515911.3400,685261.795,515911.34,0.0,,0,0.0,0.0,0.0,1.0,7542.5625,1,0.0,0.1667,6.0
685262.7550_515993.8350,685262.755,515993.835,0.0,,0,0.0,0.0,0.0,0.0,4403.5171,1,0.0,0.0,3.0
685264.0550_521293.8800,685264.055,521293.88,0.0,,0,0.0,0.0,0.0,0.0,9284.341,1,0.0,0.0,0.0
685267.2350_515085.7550,685267.235,515085.755,0.0,,0,0.0,0.0,0.0,1.0,16948.2834,1,0.0,1.0,0.0
685271.4000_525640.8100,685271.4,525640.81,0.0,,0,0.0,0.0,0.0,0.0,7405.7696,1,0.0,0.0,0.0
685272.3850_525715.8000,685272.385,525715.8,0.0,,0,0.0,0.0,0.0,0.0,5461.699,1,0.0,0.0,0.0
685273.9400_525945.2150,685273.94,525945.215,0.0,,0,0.0,0.0,0.0,0.0,12538.4911,1,0.0,0.0,0.0
685274.3450_525865.7900,685274.345,525865.79,0.0,,0,0.0,0.0,0.0,0.0,17844.6404,1,0.0,0.0,0.0
685274.3700_517748.6250,685274.37,517748.625,0.0,,0,0.0,0.0,0.0,0.0,5809.5954,1,0.0,0.0,3.0
685276.8550_511469.8150,685276.855,511469.815,0.0,,0,0.0,0.0,0.0,0.0,18235.2915,1,0.0,0.0,0.0
685278.1250_511519.8000,685278.125,511519.8,0.0,,0,0.0,0.0,0.0,3.0,15144.9799,1,0.0,0.6,5.0
685278.1750_545554.8150,685278.175,545554.815,0.0,,0,0.0,0.0,0.0,2.0,8553.2437,1,0.0,0.6667,3.0
685278.8150_517298.4350,685278.815,517298.435,0.0,,0,0.0,0.0,0.0,0.0,13432.2036,1,0.0,0.0,3.0
685279.3900_511569.7850,685279.39,511569.785,0.0,,0,0.0,0.0,0.0,3.0,10584.842,1,0.0,0.6,5.0
685279.7100_517348.4300,685279.71,517348.43,0.0,,0,0.0,0.0,0.0,0.0,9012.0326,1,0.0,0.0,0.0
685280.6050_517398.4200,685280.605,517398.42,0.0,,0,0.0,0.0,0.0,0.0,6073.6375,1,0.0,0.0,3.0
685281.5000_517448.4100,685281.5,517448.41,0.0,,0,0.0,0.0,0.0,0.0,6994.6567,1,0.0,0.0,0.0
685282.3950_517498.4050,685282.395,517498.405,0.0,,0,0.0,0.0,0.0,0.0,10816.8776,1,0.0,0.0,0.0
685283.2900_517548.3950,685283.29,517548.395,0.0,,0,0.0,0.0,0.0,0.0,15453.8463,1,0.0,0.0,0.0
685284.1850_517598.3900,685284.185,517598.39,0.0,,0,0.0,0.0,0.0,0.0,18989.6104,1,0.0,0.0,0.0
685285.0800_517648.3800,685285.08,517648.38,0.0,,0,0.0,0.0,0.0,0.0,14664.3224,1,0.0,0.0,0.0
685290.9050_531549.0300,685290.905,531549.03,0.0,,0,0.0,0.0,0.0,0.0,12198.6957,1,0.0,0.0,0.0
685291.7200_518839.4000,685291.72,518839.4,0.0,,0,0.0,0.0,0.0,0.0,7244.639,1,0.0,0.0,3.0
685292.4250_533193.6450,685292.425,533193.645,0.0,,0,0.0,0.0,0.0,1.0,9540.7599,1,0.0,1.0,0.0
685293.9600_530004.0000,685293.96,530004.0,0.0,,0,0.0,0.0,0.0,1.0,7405.0795,1,0.0,0.3333,3.0
685295.9450_520147.7400,685295.945,520147.74,0.0,,0,0.0,0.0,0.0,0.0,16856.9372,1,0.0,0.0,0.0
685296.7500_518298.9400,685296.75,518298.94,0.0,,0,0.0,0.0,0.0,0.0,18545.7592,1,0.0,0.0,3.0
685300.4850_532130.5200,685300.485,532130.52,0.0,,0,0.0,0.0,0.0,0.0,9203.2488,1,0.0,0.0,0.0
685301.1050_518534.0450,685301.105,518534.045,0.0,,0,0.0,0.0,0.0,0.0,9115.4196,1,0.0,0.0,0.0
685301.4850_532245.5150,685301.485,532245.515,0.0,,0,0.0,0.0,0.0,0.0,10973.3587,1,0.0,0.0,0.0
685302.4900_532360.5100,685302.49,532360.51,0.0,,0,0.0,0.0,0.0,0.0,18706.5044,1,0.0,0.0,0.0
685303.3150_518654.0300,685303.315,518654.03,0.0,,0,0.0,0.0,0.0,0.0,17871.5231,1,0.0,0.0,0.0
685303.5150_532478.0100,685303.515,532478.01,0.0,,0,0.0,0.0,0.0,0.0,10125.221,1,0.0,0.0,0.0
685304.6400_530726.6650,685304.64,530726.665,0.0,,0,0.0,0.0,0.0,1.0,8551.7951,1,0.0,0.5,0.0
685312.6750_511419.0500,685312.675,511419.05,0.0,,0,0.0,0.0,0.0,3.0,15107.4217,1,0.0,1.0,3.0
685312.7950_519098.4250,685312.795,519098.425,0.0,,0,0.0,0.0,0.0,0.0,14440.73,1,0.0,0.0,0.0
685313.9500_519148.4100,685313.95,519148.41,0.0,,0,0.0,0.0,0.0,0.0,11421.7453,1,0.0,0.0,0.0
685315.0550_519198.9050,685315.055,519198.905,0.0,,0,0.0,0.0,0.0,0.0,9783.3967,1,0.0,0.0,0.0
685316.5800_520522.4100,685316.58,520522.41,0.0,,0,0.0,0.0,0.0,2.0,15416.7721,1,0.0,0.25,8.0
685317.0750_522203.4850,685317.075,522203.485,0.0,,0,0.0,0.0,0.0,0.0,14104.9739,1,0.0,0.0,4.0
685317.1400_516370.4400,685317.14,516370.44,0.0,,0,0.0,0.0,0.0,1.0,10490.9627,1,0.0,1.0,0.0
685317.6900_525352.4200,685317.69,525352.42,0.0,,0,0.0,0.0,0.0,0.0,10123.5019,1,0.0,0.0,0.0
685317.8950_519348.8900,685317.895,519348.89,0.0,,0,0.0,0.0,0.0,0.0,15585.6345,1,0.0,0.0,0.0
685319.0200_519398.1200,685319.02,519398.12,0.0,,0,0.0,0.0,0.0,2.0,16992.4893,1,0.0,0.25,8.0
685319.2350_515211.0500,685319.235,515211.05,0.0,,0,0.0,0.0,0.0,2.0,10881.1109,1,0.0,0.6667,3.0
685320.6500_511343.7100,685320.65,511343.71,0.0,,0,0.0,0.0,0.0,1.0,11251.9157,1,0.0,0.3333,3.0
685323.8550_556334.5700,685323.855,556334.57,0.0,,0,0.0,0.0,0.0,0.0,11242.2018,1,0.0,0.0,0.0
685324.0500_521293.0900,685324.05,521293.09,0.0,,0,0.0,0.0,0.0,0.0,12743.5937,1,0.0,0.0,0.0
685324.5850_519697.1000,685324.585,519697.1,0.0,,0,0.0,0.0,0.0,1.0,14756.7805,1,0.0,0.3333,3.0
685326.1700_523065.5900,685326.17,523065.59,0.0,,0,0.0,0.0,0.0,0.0,14040.8554,1,0.0,0.0,0.0
685328.3750_521532.6000,685328.375,521532.6,0.0,,0,0.0,0.0,0.0,3.0,15747.6374,1,0.0,0.4286,7.0
685335.6100_520246.9900,685335.61,520246.99,0.0,,0,0.0,0.0,0.0,0.0,12414.916,1,0.0,0.0,0.0
685336.6950_520296.9800,685336.695,520296.98,0.0,,0,0.0,0.0,0.0,2.0,12087.5941,1,0.0,0.2857,7.0
685336.8250_543572.8450,685336.825,543572.845,0.0,,0,0.0,0.0,0.0,1.0,14230.0299,1,0.0,0.2,5.0
685338.8650_520396.9550,685338.865,520396.955,0.0,,0,0.0,0.0,0.0,0.0,13772.272,1,0.0,0.0,0.0
685339.9500_520446.9450,685339.95,520446.945,0.0,,0,0.0,0.0,0.0,1.0,14546.8966,1,0.0,0.5,0.0
685340.2800_535982.7500,685340.28,535982.75,0.0,,0,0.0,0.0,0.0,0.0,14494.7028,1,0.0,0.0,0.0
685348.3250_528973.4450,685348.325,528973.445,0.0,,0,0.0,0.0,0.0,0.0,13420.9312,1,0.0,0.0,5.0
685357.7550_523173.7400,685357.755,523173.74,0.0,,0,0.0,0.0,0.0,1.0,14427.3363,1,0.0,1.0,0.0
685361.7350_532729.1500,685361.735,532729.15,0.0,,0,0.0,0.0,0.0,0.0,12301.9913,1,0.0,0.0,0.0
685362.0350_532764.1450,685362.035,532764.145,0.0,,0,0.0,0.0,0.0,2.0,12666.3631,1,0.0,0.4,5.0
685362.6300_532834.1450,685362.63,532834.145,0.0,,0,0.0,0.0,0.0,0.0,14192.8291,1,0.0,0.0,0.0
685363.1350_540923.0250,685363.135,540923.025,0.0,,0,0.0,0.0,0.0,1.0,12999.0967,1,0.0,0.25,4.0
685363.8200_532974.1400,685363.82,532974.14,0.0,,0,0.0,0.0,0.0,1.0,13706.1396,1,0.0,0.5,0.0
685367.0750_544873.1400,685367.075,544873.14,0.0,,0,0.0,0.0,0.0,0.0,13096.308,1,0.0,0.0,6.0
685367.1700_516363.7850,685367.17,516363.785,0.0,,0,0.0,0.0,0.0,0.0,15156.7492,1,0.0,0.0,0.0
685368.9850_521731.9750,685368.985,521731.975,0.0,,0,0.0,0.0,0.0,1.0,15674.6411,1,0.0,1.0,0.0
685369.8500_520096.2950,685369.85,520096.295,0.0,,0,0.0,0.0,0.0,1.0,11444.8339,1,0.0,0.1429,7.0
685373.2200_542332.6700,685373.22,542332.67,0.0,,0,0.0,0.0,0.0,1.0,13728.263,1,0.0,1.0,0.0
685378.7750_523245.7300,685378.775,523245.73,0.0,,0,0.0,0.0,0.0,1.0,14033.3868,1,0.0,0.5,0.0
685384.0450_521292.3050,685384.045,521292.305,0.0,,0,0.0,0.0,0.0,0.0,13409.0962,1,0.0,0.0,0.0
685385.5950_520936.5800,685385.595,520936.58,0.0,,0,0.0,0.0,0.0,0.0,13638.934,1,0.0,0.0,0.0
685388.9050_517700.7100,685388.905,517700.71,0.0,,0,0.0,0.0,0.0,1.0,13845.9408,1,0.0,0.5,0.0
685391.5650_520520.9550,685391.565,520520.955,0.0,,0,0.0,0.0,0.0,1.0,10094.5799,1,0.0,0.125,8.0
685396.3100_523305.7550,685396.31,523305.755,0.0,,0,0.0,0.0,0.0,0.0,9724.9187,1,0.0,0.0,3.0
685401.0450_558665.7450,685401.045,558665.745,0.0,,0,0.0,0.0,0.0,1.0,8551.2246,1,0.0,0.125,8.0
685414.1750_516458.2950,685414.175,516458.295,0.0,,0,0.0,0.0,0.0,0.0,8707.5422,1,0.0,0.0,0.0
685416.3400_533324.5050,685416.34,533324.505,0.0,,0,0.0,0.0,0.0,0.0,13104.5737,1,0.0,0.0,0.0
685417.0950_516363.4750,685417.095,516363.475,0.0,,0,0.0,0.0,0.0,0.0,16899.6098,1,0.0,0.0,0.0
685417.3450_523377.7100,685417.345,523377.71,0.0,,0,0.0,0.0,0.0,2.0,6586.8513,1,0.0,1.0,0.0
685417.8250_533540.6300,685417.825,533540.63,0.0,,0,0.0,0.0,0.0,0.0,12808.6744,1,0.0,0.0,3.0
685419.7850_555883.4950,685419.785,555883.495,0.0,,0,0.0,0.0,0.0,0.0,14851.781,1,0.0,0.0,5.0
685420.1600_530871.4450,685420.16,530871.445,0.0,,0,0.0,0.0,0.0,0.0,7312.4453,1,0.0,0.0,0.0
685421.0750_549864.3550,685421.075,549864.355,0.0,,0,0.0,0.0,0.0,0.0,14759.9564,1,0.0,0.0,0.0
685422.8250_522490.6900,685422.825,522490.69,0.0,,0,0.0,0.0,0.0,1.0,15931.7676,1,0.0,0.5,0.0
685424.1950_516824.3650,685424.195,516824.365,0.0,,0,0.0,0.0,0.0,0.0,7472.1303,1,0.0,0.0,0.0
685427.9300_517145.4950,685427.93,517145.495,0.0,,0,0.0,0.0,0.0,0.0,10542.2179,1,0.0,0.0,0.0
685428.5100_517195.4950,685428.51,517195.495,0.0,,0,0.0,0.0,0.0,0.0,6316.466,1,0.0,0.0,0.0
685429.1050_517295.2800,685429.105,517295.28,0.0,,0,0.0,0.0,0.0,0.0,8074.551,1,0.0,0.0,5.0
685430.4000_517370.2700,685430.4,517370.27,0.0,,0,0.0,0.0,0.0,0.0,14872.5081,1,0.0,0.0,4.0
685431.0300_522214.1250,685431.03,522214.125,0.0,,0,0.0,0.0,0.0,0.0,7783.5047,1,0.0,0.0,0.0
685431.6900_517445.2600,685431.69,517445.26,0.0,,0,0.0,0.0,0.0,1.0,15795.593,1,0.0,0.25,4.0
685432.3900_520085.9300,685432.39,520085.93,0.0,,0,0.0,0.0,0.0,0.0,5300.3473,1,0.0,0.0,0.0
685432.5550_517495.2500,685432.555,517495.25,0.0,,0,0.0,0.0,0.0,0.0,11227.5981,1,0.0,0.0,0.0
685439.0900_517845.4600,685439.09,517845.46,0.0,,0,0.0,0.0,0.0,2.0,11755.7739,1,0.0,0.2857,7.0
685441.9650_536188.7350,685441.965,536188.735,0.0,,0,0.0,0.0,0.0,1.0,13080.6102,1,0.0,1.0,0.0
685444.0400_521291.5150,685444.04,521291.515,0.0,,0,0.0,0.0,0.0,0.0,10471.5146,1,0.0,0.0,0.0
685446.1400_518245.6700,685446.14,518245.67,0.0,,0,0.0,0.0,0.0,0.0,7568.9099,1,0.0,0.0,0.0
685446.8900_518295.6650,685446.89,518295.665,0.0,,0,0.0,0.0,0.0,0.0,3361.4224,1,0.0,0.0,0.0
685448.3950_521531.0950,685448.395,521531.095,0.0,,0,0.0,0.0,0.0,0.0,3511.9311,1,0.0,0.0,0.0
685448.8200_535662.5850,685448.82,535662.585,0.0,,0,0.0,0.0,0.0,0.0,7476.6095,1,0.0,0.0,0.0
685450.9400_555181.5850,685450.94,555181.585,0.0,,0,0.0,0.0,0.0,1.0,14098.7334,1,0.0,1.0,0.0
685451.2750_518530.1300,685451.275,518530.13,0.0,,0,0.0,0.0,0.0,0.0,13800.4661,1,0.0,0.0,5.0
685452.4550_518590.1150,685452.455,518590.115,0.0,,0,0.0,0.0,0.0,0.0,8662.5746,1,0.0,0.0,0.0
685453.6350_518650.1050,685453.635,518650.105,0.0,,0,0.0,0.0,0.0,0.0,3149.5254,1,0.0,0.0,5.0
685454.8150_518710.0950,685454.815,518710.095,0.0,,0,0.0,0.0,0.0,0.0,4128.9374,1,0.0,0.0,0.0
685456.8450_511313.8950,685456.845,511313.895,0.0,,0,0.0,0.0,0.0,4.0,14128.7619,1,0.0,0.6667,6.0
685458.3050_511363.8650,685458.305,511363.865,0.0,,0,0.0,0.0,0.0,0.0,10660.4455,1,0.0,0.0,0.0
685459.4450_509616.6200,685459.445,509616.62,0.0,,0,0.0,0.0,0.0,0.0,5805.7938,1,0.0,0.0,0.0
685461.7700_509170.8700,685461.77,509170.87,0.0,,0,0.0,0.0,0.0,1.0,12808.1522,1,0.0,1.0,0.0
685462.2650_519094.8050,685462.265,519094.805,0.0,,0,0.0,0.0,0.0,0.0,6034.823,1,0.0,0.0,4.0
685463.6050_519145.0150,685463.605,519145.015,0.0,,0,0.0,0.0,0.0,2.0,10414.5882,1,0.0,0.3333,6.0
685463.8250_518405.3250,685463.825,518405.325,0.0,,0,0.0,0.0,0.0,0.0,8739.5793,1,0.0,0.0,0.0
685464.6400_519195.0050,685464.64,519195.005,0.0,,0,0.0,0.0,0.0,1.0,13361.3975,1,0.0,0.125,8.0
685465.6750_519244.9950,685465.675,519244.995,0.0,,0,0.0,0.0,0.0,3.0,12752.4138,1,0.0,0.375,8.0
685466.7050_519294.9850,685466.705,519294.985,0.0,,0,0.0,0.0,0.0,2.0,9190.5579,1,0.0,0.5,4.0
685467.7350_519344.9750,685467.735,519344.975,0.0,,0,0.0,0.0,0.0,0.0,4665.5005,1,0.0,0.0,0.0
685469.0850_519394.7300,685469.085,519394.73,0.0,,0,0.0,0.0,0.0,6.0,335.429,1,0.0,0.375,16.0
685470.0500_516625.0150,685470.05,516625.015,0.0,,0,0.0,0.0,0.0,0.0,9974.0993,1,0.0,0.0,0.0
685470.1100_529341.8050,685470.11,529341.805,0.0,,0,0.0,0.0,0.0,0.0,11409.4045,1,0.0,0.0,0.0
685470.6600_519494.3650,685470.66,519494.365,0.0,,0,0.0,0.0,0.0,0.0,9102.2559,1,0.0,0.0,0.0
685470.9900_518769.6950,685470.99,518769.695,0.0,,0,0.0,0.0,0.0,0.0,8704.2896,1,0.0,0.0,0.0
685471.6700_519544.2250,685471.67,519544.225,0.0,,0,0.0,0.0,0.0,1.0,12237.9145,1,0.0,1.0,0.0
685472.6150_519594.2150,685472.615,519594.215,0.0,,0,0.0,0.0,0.0,0.0,12468.2548,1,0.0,0.0,0.0
685473.0150_518994.7200,685473.015,518994.72,0.0,,0,0.0,0.0,0.0,0.0,3615.296,1,0.0,0.0,3.0
685480.6500_511538.0850,685480.65,511538.085,0.0,,0,0.0,0.0,0.0,0.0,5679.4148,1,0.0,0.0,0.0
685480.8950_545917.7500,685480.895,545917.75,0.0,,0,0.0,0.0,0.0,0.0,9546.8581,1,0.0,0.0,0.0
685484.4950_520194.0950,685484.495,520194.095,0.0,,0,0.0,0.0,0.0,2.0,6830.437,1,0.0,0.6667,3.0
685485.4700_511437.8550,685485.47,511437.855,0.0,,0,0.0,0.0,0.0,4.0,3380.3181,1,0.0,0.6667,6.0
685485.5800_520244.0850,685485.58,520244.085,0.0,,0,0.0,0.0,0.0,0.0,9999.644,1,0.0,0.0,0.0
685490.8950_520489.0250,685490.895,520489.025,0.0,,0,0.0,0.0,0.0,0.0,2399.2839,1,0.0,0.0,6.0
685498.4100_520143.8150,685498.41,520143.815,0.0,,0,0.0,0.0,0.0,6.0,3656.4639,1,0.0,0.4286,14.0
685504.0350_521290.7250,685504.035,521290.725,0.0,,0,0.0,0.0,0.0,0.0,7120.6043,1,0.0,0.0,3.0
685507.8600_533273.5250,685507.86,533273.525,0.0,,0,0.0,0.0,0.0,1.0,8739.3229,1,0.0,0.3333,3.0
685508.3900_521530.2100,685508.39,521530.21,0.0,,0,0.0,0.0,0.0,1.0,4269.221,1,0.0,0.3333,3.0
685509.7800_520068.5800,685509.78,520068.58,0.0,,0,0.0,0.0,0.0,0.0,4985.3556,1,0.0,0.0,6.0
685510.5450_533588.3250,685510.545,533588.325,0.0,,0,0.0,0.0,0.0,0.0,8383.0741,1,0.0,0.0,0.0
685517.9800_558582.3350,685517.98,558582.335,0.0,,0,0.0,0.0,0.0,0.0,5629.2682,1,0.0,0.0,0.0
685520.5350_509778.3850,685520.535,509778.385,0.0,,0,0.0,0.0,0.0,0.0,6713.3016,1,0.0,0.0,0.0
685523.7250_546580.3750,685523.725,546580.375,0.0,,0,0.0,0.0,0.0,0.0,7092.1815,1,0.0,0.0,0.0
685523.9000_524617.3400,685523.9,524617.34,0.0,,0,0.0,0.0,0.0,0.0,7075.8258,1,0.0,0.0,0.0
685524.7800_522212.7400,685524.78,522212.74,0.0,,0,0.0,0.0,0.0,0.0,6131.2584,1,0.0,0.0,0.0
685524.9450_509957.6700,685524.945,509957.67,0.0,,0,0.0,0.0,0.0,0.0,6279.0394,1,0.0,0.0,3.0
685527.5200_554867.0300,685527.52,554867.03,0.0,,0,0.0,0.0,0.0,0.0,6667.3793,1,0.0,0.0,0.0
685527.7700_524073.2800,685527.77,524073.28,0.0,,0,0.0,0.0,0.0,0.0,6150.8124,1,0.0,0.0,0.0
685534.4900_511335.7800,685534.49,511335.78,0.0,,0,0.0,0.0,0.0,0.0,6033.7086,1,0.0,0.0,0.0
685538.8950_521997.8750,685538.895,521997.875,0.0,,0,0.0,0.0,0.0,0.0,6547.7407,1,0.0,0.0,0.0
685550.5050_511082.7600,685550.505,511082.76,0.0,,0,0.0,0.0,0.0,0.0,8402.1918,1,0.0,0.0,0.0
685553.1800_534649.5900,685553.18,534649.59,0.0,,0,0.0,0.0,0.0,1.0,4779.1847,1,0.0,0.25,4.0
685553.9200_528180.4050,685553.92,528180.405,0.0,,0,0.0,0.0,0.0,1.0,4344.8208,1,0.0,0.25,4.0
685561.1900_548502.4450,685561.19,548502.445,0.0,,0,0.0,0.0,0.0,2.0,8815.3341,1,0.0,0.5,4.0
685564.0300_521289.9400,685564.03,521289.94,0.0,,0,0.0,0.0,0.0,0.0,6701.3216,1,0.0,0.0,0.0
685566.8900_534854.7000,685566.89,534854.7,0.0,,0,0.0,0.0,0.0,0.0,10323.1072,1,0.0,0.0,0.0
685568.3600_521529.4850,685568.36,521529.485,0.0,,0,0.0,0.0,0.0,2.0,10367.7782,1,0.0,0.5,4.0
685571.1800_558364.1800,685571.18,558364.18,0.0,,0,0.0,0.0,0.0,0.0,7325.0218,1,0.0,0.0,0.0
685572.4150_516163.2800,685572.415,516163.28,0.0,,0,0.0,0.0,0.0,0.0,11064.6394,1,0.0,0.0,0.0
685573.3300_511534.5150,685573.33,511534.515,0.0,,0,0.0,0.0,0.0,1.0,9319.5966,1,0.0,0.5,0.0
685578.1350_523903.3400,685578.135,523903.34,0.0,,0,0.0,0.0,0.0,0.0,1343.4425,1,0.0,0.0,0.0
685579.7400_516598.7500,685579.74,516598.75,0.0,,0,0.0,0.0,0.0,0.0,8121.6619,1,0.0,0.0,0.0
685580.2450_530686.7050,685580.245,530686.705,0.0,,0,0.0,0.0,0.0,0.0,4243.1688,1,0.0,0.0,0.0
685581.2350_530780.4350,685581.235,530780.435,0.0,,0,0.0,0.0,0.0,0.0,4218.7771,1,0.0,0.0,3.0
685582.1050_530880.4350,685582.105,530880.435,0.0,,0,0.0,0.0,0.0,0.0,11464.2763,1,0.0,0.0,0.0
685590.3300_524444.4450,685590.33,524444.445,0.0,,0,0.0,0.0,0.0,0.0,13016.209,1,0.0,0.0,0.0
685590.7250_525029.7000,685590.725,525029.7,0.0,,0,0.0,0.0,0.0,0.0,5272.5176,1,0.0,0.0,3.0
685592.6700_510967.3250,685592.67,510967.325,0.0,,0,0.0,0.0,0.0,1.0,3249.222,1,0.0,1.0,0.0
685603.5900_522498.4900,685603.59,522498.49,0.0,,0,0.0,0.0,0.0,1.0,4799.4006,1,0.0,0.25,4.0
685605.3400_531823.7650,685605.34,531823.765,0.0,,0,0.0,0.0,0.0,1.0,2175.7701,1,0.0,0.5,0.0
685605.8500_531076.6950,685605.85,531076.695,0.0,,0,0.0,0.0,0.0,0.0,2631.6577,1,0.0,0.0,0.0
685606.2150_531354.2000,685606.215,531354.2,0.0,,0,0.0,0.0,0.0,0.0,10045.8199,1,0.0,0.0,0.0
685607.8600_531539.7300,685607.86,531539.73,0.0,,0,0.0,0.0,0.0,0.0,8894.8487,1,0.0,0.0,0.0
685608.6450_532202.7500,685608.645,532202.75,0.0,,0,0.0,0.0,0.0,0.0,3740.5503,1,0.0,0.0,0.0
685613.0350_511532.7850,685613.035,511532.785,0.0,,0,0.0,0.0,0.0,1.0,12382.7338,1,0.0,0.5,0.0
685618.5250_522211.4150,685618.525,522211.415,0.0,,0,0.0,0.0,0.0,2.0,12460.0721,1,0.0,0.6667,3.0
685622.9100_529549.9750,685622.91,529549.975,0.0,,0,0.0,0.0,0.0,0.0,11455.6605,1,0.0,0.0,0.0
685623.1250_529573.9750,685623.125,529573.975,0.0,,0,0.0,0.0,0.0,0.0,9218.9621,1,0.0,0.0,3.0
685623.3300_529597.9750,685623.33,529597.975,0.0,,0,0.0,0.0,0.0,0.0,7058.8165,1,0.0,0.0,0.0
685624.0250_521289.1500,685624.025,521289.15,0.0,,0,0.0,0.0,0.0,0.0,9722.9935,1,0.0,0.0,0.0
685624.4400_530525.7600,685624.44,530525.76,0.0,,0,0.0,0.0,0.0,0.0,15745.2386,1,0.0,0.0,0.0
685624.9400_529781.7200,685624.94,529781.72,0.0,,0,0.0,0.0,0.0,0.0,13805.3409,1,0.0,0.0,0.0
685626.2400_529930.6700,685626.24,529930.67,0.0,,0,0.0,0.0,0.0,1.0,9714.8031,1,0.0,1.0,0.0
685626.7250_529986.1200,685626.725,529986.12,0.0,,0,0.0,0.0,0.0,1.0,5205.9856,1,0.0,0.5,0.0
685628.1150_530144.8100,685628.115,530144.81,0.0,,0,0.0,0.0,0.0,1.0,14288.4331,1,0.0,0.5,0.0
685628.1800_534650.1650,685628.18,534650.165,0.0,,0,0.0,0.0,0.0,0.0,6423.8364,1,0.0,0.0,5.0
685628.3200_530168.8100,685628.32,530168.81,0.0,,0,0.0,0.0,0.0,0.0,16292.2486,1,0.0,0.0,0.0
685629.4950_530302.7050,685629.495,530302.705,0.0,,0,0.0,0.0,0.0,0.0,8817.8445,1,0.0,0.0,0.0
685631.7100_527987.1850,685631.71,527987.185,0.0,,0,0.0,0.0,0.0,0.0,14728.4494,1,0.0,0.0,0.0
685634.0400_516760.8150,685634.04,516760.815,0.0,,0,0.0,0.0,0.0,0.0,8763.1317,1,0.0,0.0,0.0
685634.8550_515844.3000,685634.855,515844.3,0.0,,0,0.0,0.0,0.0,0.0,14548.9131,1,0.0,0.0,0.0
685635.8600_523198.5250,685635.86,523198.525,0.0,,0,0.0,0.0,0.0,2.0,5936.9087,1,0.0,1.0,0.0
685637.2650_517091.0750,685637.265,517091.075,0.0,,0,0.0,0.0,0.0,1.0,6762.5623,1,0.0,0.1667,6.0
685641.8900_534854.6750,685641.89,534854.675,0.0,,0,0.0,0.0,0.0,1.0,17785.7579,1,0.0,0.1429,7.0
685650.8950_519899.1850,685650.895,519899.185,0.0,,0,0.0,0.0,0.0,3.0,7884.2132,1,0.0,0.2727,11.0
685652.1600_516398.2650,685652.16,516398.265,0.0,,0,0.0,0.0,0.0,0.0,9827.5234,1,0.0,0.0,0.0
685652.4950_518041.4850,685652.495,518041.485,0.0,,0,0.0,0.0,0.0,0.0,12028.5674,1,0.0,0.0,0.0
685652.8300_511556.2100,685652.83,511556.21,0.0,,0,0.0,0.0,0.0,0.0,12489.2246,1,0.0,0.0,0.0
685654.7800_547434.3750,685654.78,547434.375,0.0,,0,0.0,0.0,0.0,0.0,16354.4246,1,0.0,0.0,5.0
685656.1800_518241.4500,685656.18,518241.45,0.0,,0,0.0,0.0,0.0,0.0,13485.5834,1,0.0,0.0,4.0
685656.2050_554936.6900,685656.205,554936.69,0.0,,0,0.0,0.0,0.0,3.0,11468.3404,1,0.0,0.6,5.0
685657.1000_518291.4400,685657.1,518291.44,0.0,,0,0.0,0.0,0.0,1.0,17886.2887,1,0.0,1.0,0.0
685660.9650_518491.3950,685660.965,518491.395,0.0,,0,0.0,0.0,0.0,0.0,8116.333,1,0.0,0.0,0.0
685664.1650_548085.4400,685664.165,548085.44,0.0,,0,0.0,0.0,0.0,0.0,11141.0952,1,0.0,0.0,0.0
685665.8750_518741.3450,685665.875,518741.345,0.0,,0,0.0,0.0,0.0,1.0,14145.5627,1,0.0,0.3333,3.0
685668.2650_532781.6350,685668.265,532781.635,0.0,,0,0.0,0.0,0.0,2.0,14166.5659,1,0.0,0.25,8.0
685668.9350_521727.8500,685668.935,521727.85,0.0,,0,0.0,0.0,0.0,0.0,9018.155,1,0.0,0.0,6.0
685669.7800_518940.4350,685669.78,518940.435,0.0,,0,0.0,0.0,0.0,0.0,12435.3065,1,0.0,0.0,0.0
685669.8900_518691.2650,685669.89,518691.265,0.0,,0,0.0,0.0,0.0,2.0,17554.2356,1,0.0,0.2857,7.0
685670.7600_518990.4250,685670.76,518990.425,0.0,,0,0.0,0.0,0.0,0.0,15914.5208,1,0.0,0.0,3.0
685672.8850_511330.2350,685672.885,511330.235,0.0,,0,0.0,0.0,0.0,0.0,10076.0227,1,0.0,0.0,0.0
