grid_cell,cell_lat,cell_lon,risk_score,risk_label,risk_flag,target_nuisance_binary,total_complaints,total_nuisance,open_violations,dist_to_nearest_siren_km,siren_coverage_gap,nuisance_rate,open_violation_rate,chronic_parcel_rate
667392.3400_511936.9750,667392.34,511936.975,0.0,,0,0.0,0.0,0.0,1.0,13500.0682,1,0.0,0.5,0.0
667392.4950_511726.9250,667392.495,511726.925,0.0,,0,0.0,0.0,0.0,1.0,13763.397,1,0.0,0.25,4.0
667393.1400_509022.4200,667393.14,509022.42,0.0,,0,0.0,0.0,0.0,9.0,11126.9978,1,0.0,0.9,10.0
667393.6000_509084.4200,667393.6,509084.42,0.0,,0,0.0,0.0,0.0,0.0,15545.5127,1,0.0,0.0,0.0
667394.0600_509146.4150,667394.06,509146.415,0.0,,0,0.0,0.0,0.0,0.0,18122.4932,1,0.0,0.0,5.0
667394.0800_487804.9450,667394.08,487804.945,0.0,,0,0.0,0.0,0.0,0.0,12571.7955,1,0.0,0.0,0.0
667394.5200_509208.4150,667394.52,509208.415,0.0,,0,0.0,0.0,0.0,0.0,13599.7699,1,0.0,0.0,0.0
667394.6500_511300.5200,667394.65,511300.52,0.0,,0,0.0,0.0,0.0,1.0,18420.8427,1,0.0,0.25,4.0
667394.8450_499032.1950,667394.845,499032.195,0.0,,0,0.0,0.0,0.0,1.0,17643.111,1,0.0,1.0,0.0
667394.9800_509270.4150,667394.98,509270.415,0.0,,0,0.0,0.0,0.0,1.0,9618.1726,1,0.0,0.1667,6.0
667395.8250_509646.9000,667395.825,509646.9,0.0,,0,0.0,0.0,0.0,1.0,8898.1065,1,0.0,1.0,0.0
667395.9000_509394.4100,667395.9,509394.41,0.0,,0,0.0,0.0,0.0,0.0,11740.6538,1,0.0,0.0,3.0
667396.4750_509477.5200,667396.475,509477.52,0.0,,0,0.0,0.0,0.0,4.0,18096.5993,1,0.0,0.5714,7.0
667396.7950_524404.6150,667396.795,524404.615,0.0,,0,0.0,0.0,0.0,0.0,8873.8975,1,0.0,0.0,0.0
667397.6800_523320.5150,667397.68,523320.515,0.0,,0,0.0,0.0,0.0,0.0,8935.2777,1,0.0,0.0,0.0
667399.6900_510156.5950,667399.69,510156.595,0.0,,0,0.0,0.0,0.0,0.0,14877.7855,1,0.0,0.0,0.0
667402.3400_498055.6550,667402.34,498055.655,0.0,,0,0.0,0.0,0.0,2.0,12750.8299,1,0.0,0.6667,3.0
667406.7100_525406.9700,667406.71,525406.97,0.0,,0,0.0,0.0,0.0,1.0,13302.6566,1,0.0,1.0,0.0
667411.0750_495127.1750,667411.075,495127.175,0.0,,0,0.0,0.0,0.0,1.0,16789.2717,1,0.0,0.3333,3.0
667411.8750_521568.7100,667411.875,521568.71,0.0,,0,0.0,0.0,0.0,0.0,6868.4023,1,0.0,0.0,0.0
667413.2050_498019.7650,667413.205,498019.765,0.0,,0,0.0,0.0,0.0,2.0,15537.6147,1,0.0,0.6667,3.0
667419.4800_535597.7750,667419.48,535597.775,0.0,,0,0.0,0.0,0.0,1.0,5854.5304,1,0.0,0.1667,6.0
667420.4500_497995.8400,667420.45,497995.84,0.0,,0,0.0,0.0,0.0,0.0,17380.963,1,0.0,0.0,0.0
667425.7450_513337.0200,667425.745,513337.02,0.0,,0,0.0,0.0,0.0,0.0,8455.9731,1,0.0,0.0,0.0
667429.3450_521285.5850,667429.345,521285.585,0.0,,0,0.0,0.0,0.0,0.0,10785.1124,1,0.0,0.0,3.0
667429.4850_498678.2400,667429.485,498678.24,0.0,,0,0.0,0.0,0.0,1.0,17100.3082,1,0.0,1.0,0.0
667434.1600_535907.1350,667434.16,535907.135,0.0,,0,0.0,0.0,0.0,0.0,6475.8805,1,0.0,0.0,0.0
667437.6600_526236.8250,667437.66,526236.825,0.0,,0,0.0,0.0,0.0,0.0,3830.9976,1,0.0,0.0,0.0
667447.2500_548234.7400,667447.25,548234.74,0.0,,0,0.0,0.0,0.0,0.0,5037.2982,1,0.0,0.0,4.0
667450.9650_547774.0600,667450.965,547774.06,0.0,,0,0.0,0.0,0.0,0.0,6502.4558,1,0.0,0.0,0.0
667452.8800_531479.5950,667452.88,531479.595,0.0,,0,0.0,0.0,0.0,0.0,14273.1459,1,0.0,0.0,0.0
667455.2900_498372.4900,667455.29,498372.49,0.0,,0,0.0,0.0,0.0,2.0,13290.8225,1,0.0,1.0,0.0
667457.9000_513231.8250,667457.9,513231.825,0.0,,0,0.0,0.0,0.0,1.0,4463.3965,1,0.0,1.0,0.0
667458.6500_523788.5250,667458.65,523788.525,0.0,,0,0.0,0.0,0.0,0.0,7493.5871,1,0.0,0.0,3.0
667459.5100_550827.7150,667459.51,550827.715,0.0,,0,0.0,0.0,0.0,0.0,10915.7369,1,0.0,0.0,3.0
667459.6750_514134.0050,667459.675,514134.005,0.0,,0,0.0,0.0,0.0,0.0,12836.4086,1,0.0,0.0,0.0
667468.5100_494664.9200,667468.51,494664.92,0.0,,0,0.0,0.0,0.0,2.0,10072.1381,1,0.0,0.1053,19.0
667483.9300_505243.6800,667483.93,505243.68,0.0,,0,0.0,0.0,0.0,2.0,8955.9294,1,0.0,0.5,4.0
667490.0450_513126.6250,667490.045,513126.625,0.0,,0,0.0,0.0,0.0,1.0,10286.5919,1,0.0,1.0,0.0
667494.0550_535440.8050,667494.055,535440.805,0.0,,0,0.0,0.0,0.0,0.0,10050.5899,1,0.0,0.0,0.0
667502.3850_498216.9650,667502.385,498216.965,0.0,,0,0.0,0.0,0.0,0.0,5483.0455,1,0.0,0.0,0.0
667504.7450_541643.6000,667504.745,541643.6,0.0,,0,0.0,0.0,0.0,0.0,5846.7886,1,0.0,0.0,0.0
667508.2100_514323.6150,667508.21,514323.615,0.0,,0,0.0,0.0,0.0,1.0,4417.0002,1,0.0,0.5,0.0
667509.5050_505476.6950,667509.505,505476.695,0.0,,0,0.0,0.0,0.0,2.0,7782.9755,1,0.0,0.5,4.0
667509.8000_527163.0700,667509.8,527163.07,0.0,,0,0.0,0.0,0.0,0.0,8400.9692,1,0.0,0.0,7.0
667516.8750_498169.1100,667516.875,498169.11,0.0,,0,0.0,0.0,0.0,1.0,5001.0912,1,0.0,1.0,0.0
667517.7500_494954.6450,667517.75,494954.645,0.0,,0,0.0,0.0,0.0,2.0,5416.8236,1,0.0,0.6667,3.0
667522.1850_515127.6550,667522.185,515127.655,0.0,,0,0.0,0.0,0.0,0.0,5913.4614,1,0.0,0.0,0.0
667522.2500_521828.1900,667522.25,521828.19,0.0,,0,0.0,0.0,0.0,2.0,6369.6648,1,0.0,0.3333,6.0
667522.6350_526966.9150,667522.635,526966.915,0.0,,0,0.0,0.0,0.0,0.0,5603.2569,1,0.0,0.0,0.0
667523.5600_505618.1550,667523.56,505618.155,0.0,,0,0.0,0.0,0.0,1.0,6493.9217,1,0.0,0.5,0.0
667524.0950_528202.6500,667524.095,528202.65,0.0,,0,0.0,0.0,0.0,0.0,7043.7404,1,0.0,0.0,0.0
667524.1200_505678.1550,667524.12,505678.155,0.0,,0,0.0,0.0,0.0,2.0,5875.2959,1,0.0,0.2857,7.0
667524.3950_505964.9700,667524.395,505964.97,0.0,,0,0.0,0.0,0.0,0.0,6616.4456,1,0.0,0.0,0.0
667524.5000_526512.2150,667524.5,526512.215,0.0,,0,0.0,0.0,0.0,1.0,6327.589,1,0.0,0.3333,3.0
667525.0200_506024.9700,667525.02,506024.97,0.0,,0,0.0,0.0,0.0,0.0,6043.3534,1,0.0,0.0,6.0
667526.5600_517401.4850,667526.56,517401.485,0.0,,0,0.0,0.0,0.0,1.0,6772.8151,1,0.0,0.5,0.0
667527.7400_498133.2200,667527.74,498133.22,0.0,,0,0.0,0.0,0.0,1.0,6163.8787,1,0.0,1.0,0.0
667528.5050_494663.8300,667528.505,494663.83,0.0,,0,0.0,0.0,0.0,1.0,6456.9656,1,0.0,1.0,0.0
667529.2750_535363.4450,667529.275,535363.445,0.0,,0,0.0,0.0,0.0,0.0,6450.4155,1,0.0,0.0,0.0
667531.4200_506623.2250,667531.42,506623.225,0.0,,0,0.0,0.0,0.0,0.0,6243.0458,1,0.0,0.0,0.0
667533.7350_521065.2900,667533.735,521065.29,0.0,,0,0.0,0.0,0.0,0.0,6145.8176,1,0.0,0.0,0.0
667535.1100_551248.8650,667535.11,551248.865,0.0,,0,0.0,0.0,0.0,0.0,5832.7818,1,0.0,0.0,0.0
667535.6500_542224.6200,667535.65,542224.62,0.0,,0,0.0,0.0,0.0,0.0,5855.3187,1,0.0,0.0,0.0
667538.5150_513852.9950,667538.515,513852.995,0.0,,0,0.0,0.0,0.0,0.0,5685.7127,1,0.0,0.0,0.0
667539.9300_505222.1350,667539.93,505222.135,0.0,,0,0.0,0.0,0.0,9.0,5703.9592,1,0.0,0.2727,33.0
667540.6450_523610.5900,667540.645,523610.59,0.0,,0,0.0,0.0,0.0,0.0,6197.9174,1,0.0,0.0,0.0
667542.5600_498822.8250,667542.56,498822.825,0.0,,0,0.0,0.0,0.0,0.0,7328.6894,1,0.0,0.0,0.0
667544.7000_543350.0900,667544.7,543350.09,0.0,,0,0.0,0.0,0.0,0.0,4844.3973,1,0.0,0.0,0.0
667546.8400_520016.6300,667546.84,520016.63,0.0,,0,0.0,0.0,0.0,0.0,6342.6432,1,0.0,0.0,3.0
667548.2450_514800.6000,667548.245,514800.6,0.0,,0,0.0,0.0,0.0,1.0,6707.587,1,0.0,0.5,0.0
667551.3500_518065.8800,667551.35,518065.88,0.0,,0,0.0,0.0,0.0,1.0,5783.1032,1,0.0,1.0,0.0
667551.4450_507279.0800,667551.445,507279.08,0.0,,0,0.0,0.0,0.0,0.0,5261.903,1,0.0,0.0,4.0
667551.9650_515210.4600,667551.965,515210.46,0.0,,0,0.0,0.0,0.0,0.0,4818.1598,1,0.0,0.0,0.0
667553.1500_507604.0750,667553.15,507604.075,0.0,,0,0.0,0.0,0.0,1.0,6706.0125,1,0.0,1.0,0.0
667553.9900_507764.0700,667553.99,507764.07,0.0,,0,0.0,0.0,0.0,1.0,5860.0631,1,0.0,1.0,0.0
667554.0550_515345.4450,667554.055,515345.445,0.0,,0,0.0,0.0,0.0,0.0,6817.6592,1,0.0,0.0,0.0
667554.8300_507924.0650,667554.83,507924.065,0.0,,0,0.0,0.0,0.0,0.0,8327.1182,1,0.0,0.0,3.0
667556.5100_508244.0600,667556.51,508244.06,0.0,,0,0.0,0.0,0.0,4.0,9307.801,1,0.0,0.5714,7.0
667558.2300_513403.3700,667558.23,513403.37,0.0,,0,0.0,0.0,0.0,1.0,4818.3748,1,0.0,1.0,0.0
667558.6800_495870.6500,667558.68,495870.65,0.0,,0,0.0,0.0,0.0,0.0,5136.989,1,0.0,0.0,12.0
667560.1250_517792.8700,667560.125,517792.87,0.0,,0,0.0,0.0,0.0,0.0,3357.0142,1,0.0,0.0,0.0
667562.8650_498405.4200,667562.865,498405.42,0.0,,0,0.0,0.0,0.0,2.0,5945.4228,1,0.0,0.4,5.0
667563.5350_544271.7200,667563.535,544271.72,0.0,,0,0.0,0.0,0.0,0.0,9498.729,1,0.0,0.0,0.0
667564.4900_535286.0850,667564.49,535286.085,0.0,,0,0.0,0.0,0.0,0.0,9045.9255,1,0.0,0.0,3.0
667565.7600_516102.8800,667565.76,516102.88,0.0,,0,0.0,0.0,0.0,0.0,9212.5593,1,0.0,0.0,0.0
667566.9200_516177.8750,667566.92,516177.875,0.0,,0,0.0,0.0,0.0,1.0,10222.1255,1,0.0,0.5,0.0
667567.1550_507193.9950,667567.155,507193.995,0.0,,0,0.0,0.0,0.0,6.0,9761.0215,1,0.0,0.6667,9.0
667568.1150_516252.8750,667568.115,516252.875,0.0,,0,0.0,0.0,0.0,1.0,6632.1272,1,0.0,1.0,0.0
667569.4400_516327.8700,667569.44,516327.87,0.0,,0,0.0,0.0,0.0,0.0,2070.8452,1,0.0,0.0,0.0
667570.1100_498381.4900,667570.11,498381.49,0.0,,0,0.0,0.0,0.0,0.0,4340.6507,1,0.0,0.0,0.0
667571.5350_516452.8400,667571.535,516452.84,0.0,,0,0.0,0.0,0.0,0.0,9176.4235,1,0.0,0.0,0.0
667571.7750_527086.9800,667571.775,527086.98,0.0,,0,0.0,0.0,0.0,2.0,4247.5345,1,0.0,0.25,8.0
667573.9100_494833.0350,667573.91,494833.035,0.0,,0,0.0,0.0,0.0,1.0,8112.2867,1,0.0,1.0,0.0
667577.1250_551361.2450,667577.125,551361.245,0.0,,0,0.0,0.0,0.0,1.0,8853.4616,1,0.0,1.0,0.0
667577.4650_516827.8050,667577.465,516827.805,0.0,,0,0.0,0.0,0.0,2.0,10449.6612,1,0.0,1.0,0.0
667577.8350_511713.4700,667577.835,511713.47,0.0,,0,0.0,0.0,0.0,0.0,5270.4503,1,0.0,0.0,0.0
667578.6550_516902.8000,667578.655,516902.8,0.0,,0,0.0,0.0,0.0,0.0,11285.9774,1,0.0,0.0,3.0
667579.0000_508483.9450,667579.0,508483.945,0.0,,0,0.0,0.0,0.0,5.0,6149.1742,1,0.0,0.625,8.0
667579.8400_516977.7950,667579.84,516977.795,0.0,,0,0.0,0.0,0.0,0.0,6643.6511,1,0.0,0.0,0.0
667581.0700_495124.1200,667581.07,495124.12,0.0,,0,0.0,0.0,0.0,0.0,2807.9181,1,0.0,0.0,3.0
667581.0700_524463.4150,667581.07,524463.415,0.0,,0,0.0,0.0,0.0,0.0,11506.9668,1,0.0,0.0,0.0
667584.8600_542719.2100,667584.86,542719.21,0.0,,0,0.0,0.0,0.0,0.0,9200.8057,1,0.0,0.0,0.0
667587.9700_509477.8850,667587.97,509477.885,0.0,,0,0.0,0.0,0.0,0.0,1474.0665,1,0.0,0.0,0.0
667591.5150_553207.6200,667591.515,553207.62,0.0,,0,0.0,0.0,0.0,0.0,12697.3492,1,0.0,0.0,4.0
667595.9300_505200.5900,667595.93,505200.59,0.0,,0,0.0,0.0,0.0,0.0,2752.6416,1,0.0,0.0,0.0
667600.8900_508560.1400,667600.89,508560.14,0.0,,0,0.0,0.0,0.0,0.0,13254.8812,1,0.0,0.0,0.0
667606.8350_521405.0450,667606.835,521405.045,0.0,,0,0.0,0.0,0.0,0.0,3798.786,1,0.0,0.0,0.0
667608.5950_511250.2400,667608.595,511250.24,0.0,,0,0.0,0.0,0.0,1.0,4989.249,1,0.0,1.0,0.0
667609.7100_511330.2300,667609.71,511330.23,0.0,,0,0.0,0.0,0.0,0.0,4439.2124,1,0.0,0.0,0.0
667612.6800_548490.0650,667612.68,548490.065,0.0,,0,0.0,0.0,0.0,0.0,11952.3856,1,0.0,0.0,0.0
667614.4750_498712.5050,667614.475,498712.505,0.0,,0,0.0,0.0,0.0,0.0,3525.8462,1,0.0,0.0,22.0
667614.5400_542573.9400,667614.54,542573.94,0.0,,0,0.0,0.0,0.0,0.0,5070.2097,1,0.0,0.0,0.0
667614.8450_555367.3200,667614.845,555367.32,0.0,,0,0.0,0.0,0.0,0.0,14982.7912,1,0.0,0.0,0.0
667617.8400_512017.7150,667617.84,512017.715,0.0,,0,0.0,0.0,0.0,0.0,3342.5468,1,0.0,0.0,3.0
667618.5450_524217.0600,667618.545,524217.06,0.0,,0,0.0,0.0,0.0,0.0,5121.7515,1,0.0,0.0,0.0
667618.8250_517400.0350,667618.825,517400.035,0.0,,0,0.0,0.0,0.0,0.0,3718.5404,1,0.0,0.0,0.0
667620.3150_511443.2650,667620.315,511443.265,0.0,,0,0.0,0.0,0.0,0.0,15215.0235,1,0.0,0.0,4.0
667621.7150_524928.9900,667621.715,524928.99,0.0,,0,0.0,0.0,0.0,0.0,6011.8582,1,0.0,0.0,0.0
667622.4650_536308.5900,667622.465,536308.59,0.0,,0,0.0,0.0,0.0,1.0,16636.6207,1,0.0,1.0,0.0
667626.8000_508738.6950,667626.8,508738.695,0.0,,0,0.0,0.0,0.0,1.0,5689.7892,1,0.0,0.25,4.0
667629.5500_534775.8100,667629.55,534775.81,0.0,,0,0.0,0.0,0.0,0.0,9815.328,1,0.0,0.0,0.0
667631.8350_507117.2350,667631.835,507117.235,0.0,,0,0.0,0.0,0.0,0.0,15631.467,1,0.0,0.0,3.0
667634.4150_507595.8200,667634.415,507595.82,0.0,,0,0.0,0.0,0.0,1.0,11573.0864,1,0.0,1.0,0.0
667635.1200_517872.4150,667635.12,517872.415,0.0,,0,0.0,0.0,0.0,11.0,11675.0944,1,0.0,0.9167,12.0
667636.3250_535620.3200,667636.325,535620.32,0.0,,0,0.0,0.0,0.0,0.0,16786.7612,1,0.0,0.0,0.0
667636.7650_505437.3750,667636.765,505437.375,0.0,,0,0.0,0.0,0.0,7.0,11560.3678,1,0.0,0.2414,29.0
667637.9450_507771.4550,667637.945,507771.455,0.0,,0,0.0,0.0,0.0,2.0,9939.256,1,0.0,0.5,4.0
667639.5100_505893.1100,667639.51,505893.11,0.0,,0,0.0,0.0,0.0,0.0,5727.3606,1,0.0,0.0,0.0
667639.7350_505751.0350,667639.735,505751.035,0.0,,0,0.0,0.0,0.0,0.0,16042.2787,1,0.0,0.0,0.0
667640.8700_505968.9700,667640.87,505968.97,0.0,,0,0.0,0.0,0.0,3.0,9909.3442,1,0.0,0.4286,7.0
667640.8800_548831.4950,667640.88,548831.495,0.0,,0,0.0,0.0,0.0,0.0,11904.2088,1,0.0,0.0,0.0
667641.0350_495123.1350,667641.035,495123.135,0.0,,0,0.0,0.0,0.0,0.0,6671.4183,1,0.0,0.0,0.0
667642.6250_506150.4650,667642.625,506150.465,0.0,,0,0.0,0.0,0.0,1.0,12506.3694,1,0.0,1.0,0.0
667644.3600_506330.4550,667644.36,506330.455,0.0,,0,0.0,0.0,0.0,1.0,10255.7793,1,0.0,0.3333,3.0
667645.4750_520291.4800,667645.475,520291.48,0.0,,0,0.0,0.0,0.0,0.0,6394.9056,1,0.0,0.0,0.0
667649.4800_533540.7950,667649.48,533540.795,0.0,,0,0.0,0.0,0.0,1.0,10284.8058,1,0.0,1.0,0.0
667649.9450_506960.9050,667649.945,506960.905,0.0,,0,0.0,0.0,0.0,6.0,7020.2685,1,0.0,0.6,10.0
667650.1200_506895.1250,667650.12,506895.125,0.0,,0,0.0,0.0,0.0,1.0,10775.8035,1,0.0,1.0,0.0
667651.9250_505179.0450,667651.925,505179.045,0.0,,0,0.0,0.0,0.0,4.0,7128.743,1,0.0,0.3636,11.0
667654.3350_555906.5050,667654.335,555906.505,0.0,,0,0.0,0.0,0.0,0.0,7908.5988,1,0.0,0.0,0.0
667663.5500_524728.3250,667663.55,524728.325,0.0,,0,0.0,0.0,0.0,3.0,14262.8898,1,0.0,0.6,5.0
667667.9250_505602.6300,667667.925,505602.63,0.0,,0,0.0,0.0,0.0,2.0,11210.3767,1,0.0,1.0,0.0
667670.1200_499229.4300,667670.12,499229.43,0.0,,0,0.0,0.0,0.0,7.0,17967.3594,1,0.0,1.0,7.0
667673.3950_498034.9950,667673.395,498034.995,0.0,,0,0.0,0.0,0.0,1.0,11170.3622,1,0.0,1.0,0.0
667678.7450_535035.9450,667678.745,535035.945,0.0,,0,0.0,0.0,0.0,0.0,10224.6796,1,0.0,0.0,0.0
667682.9150_529743.8550,667682.915,529743.855,0.0,,0,0.0,0.0,0.0,1.0,13139.0348,1,0.0,0.3333,3.0
667683.4250_542022.9650,667683.425,542022.965,0.0,,0,0.0,0.0,0.0,0.0,15068.1464,1,0.0,0.0,0.0
667685.6400_542222.9500,667685.64,542222.95,0.0,,0,0.0,0.0,0.0,0.0,11175.6534,1,0.0,0.0,14.0
667686.2150_517892.3000,667686.215,517892.3,0.0,,0,0.0,0.0,0.0,1.0,14498.4761,1,0.0,1.0,0.0
667686.8000_508738.3800,667686.8,508738.38,0.0,,0,0.0,0.0,0.0,1.0,11386.1281,1,0.0,0.2,5.0
667687.5100_509999.6700,667687.51,509999.67,0.0,,0,0.0,0.0,0.0,0.0,15488.8359,1,0.0,0.0,0.0
667689.5200_542572.8850,667689.52,542572.885,0.0,,0,0.0,0.0,0.0,0.0,11763.154,1,0.0,0.0,3.0
667691.0250_505407.9550,667691.025,505407.955,0.0,,0,0.0,0.0,0.0,10.0,14621.2234,1,0.0,0.5556,18.0
667691.3650_507263.3450,667691.365,507263.345,0.0,,0,0.0,0.0,0.0,0.0,12708.6007,1,0.0,0.0,0.0
667693.0750_507588.3400,667693.075,507588.34,0.0,,0,0.0,0.0,0.0,1.0,13892.412,1,0.0,1.0,0.0
667693.9000_494830.8600,667693.9,494830.86,0.0,,0,0.0,0.0,0.0,1.0,13626.2828,1,0.0,0.25,4.0
667697.2800_525104.8050,667697.28,525104.805,0.0,,0,0.0,0.0,0.0,0.0,14426.7517,1,0.0,0.0,0.0
667697.7350_494951.3800,667697.735,494951.38,0.0,,0,0.0,0.0,0.0,2.0,14604.1776,1,0.0,0.4,5.0
667697.9450_534175.0850,667697.945,534175.085,0.0,,0,0.0,0.0,0.0,1.0,14799.2199,1,0.0,0.1,10.0
667699.0650_507778.3100,667699.065,507778.31,0.0,,0,0.0,0.0,0.0,0.0,13378.8213,1,0.0,0.0,0.0
667701.0300_495122.1300,667701.03,495122.13,0.0,,0,0.0,0.0,0.0,0.0,12677.6536,1,0.0,0.0,3.0
667703.8300_512967.6400,667703.83,512967.64,0.0,,0,0.0,0.0,0.0,1.0,13953.6304,1,0.0,0.5,0.0
667703.8550_522261.3050,667703.855,522261.305,0.0,,0,0.0,0.0,0.0,0.0,14230.9162,1,0.0,0.0,0.0
667705.3150_524927.8700,667705.315,524927.87,0.0,,0,0.0,0.0,0.0,0.0,13196.2419,1,0.0,0.0,0.0
667707.9250_505157.5000,667707.925,505157.5,0.0,,0,0.0,0.0,0.0,0.0,13343.3663,1,0.0,0.0,6.0
667708.4900_494660.5650,667708.49,494660.565,0.0,,0,0.0,0.0,0.0,1.0,13515.3305,1,0.0,0.5,0.0
667709.9800_509822.7700,667709.98,509822.77,0.0,,0,0.0,0.0,0.0,1.0,13563.1144,1,0.0,0.5,0.0
667710.9800_514275.2800,667710.98,514275.28,0.0,,0,0.0,0.0,0.0,2.0,13542.7737,1,0.0,0.3333,6.0
667711.2450_526786.6300,667711.245,526786.63,0.0,,0,0.0,0.0,0.0,0.0,13699.9536,1,0.0,0.0,0.0
667713.3650_496510.8950,667713.365,496510.895,0.0,,0,0.0,0.0,0.0,0.0,13908.5822,1,0.0,0.0,0.0
667713.4850_505550.7800,667713.485,505550.78,0.0,,0,0.0,0.0,0.0,0.0,13934.9673,1,0.0,0.0,0.0
667713.8950_536799.6700,667713.895,536799.67,0.0,,0,0.0,0.0,0.0,0.0,13812.4774,1,0.0,0.0,0.0
667715.1250_508418.2300,667715.125,508418.23,0.0,,0,0.0,0.0,0.0,6.0,14133.0853,1,0.0,0.75,8.0
667715.1650_532100.5050,667715.165,532100.505,0.0,,0,0.0,0.0,0.0,0.0,13714.8436,1,0.0,0.0,0.0
667715.3350_498767.8750,667715.335,498767.875,0.0,,0,0.0,0.0,0.0,0.0,13711.3674,1,0.0,0.0,0.0
667715.8950_543669.5850,667715.895,543669.585,0.0,,0,0.0,0.0,0.0,0.0,14158.8791,1,0.0,0.0,0.0
667716.0250_526336.5450,667716.025,526336.545,0.0,,0,0.0,0.0,0.0,0.0,13691.3623,1,0.0,0.0,0.0
667716.1950_543744.5850,667716.195,543744.585,0.0,,0,0.0,0.0,0.0,0.0,13985.4038,1,0.0,0.0,0.0
667724.2250_548215.1150,667724.225,548215.115,0.0,,0,0.0,0.0,0.0,0.0,12078.8862,1,0.0,0.0,8.0
667725.6900_511710.7250,667725.69,511710.725,0.0,,0,0.0,0.0,0.0,0.0,14392.8424,1,0.0,0.0,0.0
667727.6100_542995.1100,667727.61,542995.11,0.0,,0,0.0,0.0,0.0,0.0,15353.3291,1,0.0,0.0,0.0
667727.6400_516101.6100,667727.64,516101.61,0.0,,0,0.0,0.0,0.0,1.0,12267.5847,1,0.0,1.0,0.0
667728.7950_543144.5050,667728.795,543144.505,0.0,,0,0.0,0.0,0.0,0.0,11498.5956,1,0.0,0.0,0.0
667734.5750_511156.0450,667734.575,511156.045,0.0,,0,0.0,0.0,0.0,0.0,11425.4371,1,0.0,0.0,0.0
667735.4200_516549.5300,667735.42,516549.53,0.0,,0,0.0,0.0,0.0,1.0,11180.027,1,0.0,0.2,5.0
667736.9200_524347.0700,667736.92,524347.07,0.0,,0,0.0,0.0,0.0,0.0,12983.4553,1,0.0,0.0,0.0
667740.6800_514935.6900,667740.68,514935.69,0.0,,0,0.0,0.0,0.0,1.0,15682.9521,1,0.0,1.0,0.0
667741.2350_517897.3650,667741.235,517897.365,0.0,,0,0.0,0.0,0.0,7.0,11354.501,1,0.0,1.0,7.0
667743.8750_517089.4800,667743.875,517089.48,0.0,,0,0.0,0.0,0.0,1.0,16173.1008,1,0.0,1.0,0.0
667746.0100_560556.8400,667746.01,560556.84,0.0,,0,0.0,0.0,0.0,0.0,14948.181,1,0.0,0.0,0.0
667746.7100_505385.4200,667746.71,505385.42,0.0,,0,0.0,0.0,0.0,0.0,9963.1702,1,0.0,0.0,0.0
667746.8000_508738.0650,667746.8,508738.065,0.0,,0,0.0,0.0,0.0,8.0,16319.5375,1,0.0,0.7273,11.0
667749.9650_503374.9200,667749.965,503374.92,0.0,,0,0.0,0.0,0.0,1.0,18006.7825,1,0.0,1.0,0.0
667752.3900_507458.0250,667752.39,507458.025,0.0,,0,0.0,0.0,0.0,0.0,10449.5391,1,0.0,0.0,0.0
667753.2900_511350.2600,667753.29,511350.26,0.0,,0,0.0,0.0,0.0,1.0,15001.5767,1,0.0,0.3333,3.0
667753.8950_494829.7700,667753.895,494829.77,0.0,,0,0.0,0.0,0.0,6.0,12080.6316,1,0.0,0.5455,11.0
667754.3200_523840.0350,667754.32,523840.035,0.0,,0,0.0,0.0,0.0,1.0,15208.3177,1,0.0,1.0,0.0
667757.0350_499239.9550,667757.035,499239.955,0.0,,0,0.0,0.0,0.0,1.0,8358.5627,1,0.0,1.0,0.0
667757.7300_494950.2900,667757.73,494950.29,0.0,,0,0.0,0.0,0.0,1.0,9059.467,1,0.0,0.5,0.0
667759.0650_507777.9950,667759.065,507777.995,0.0,,0,0.0,0.0,0.0,0.0,12703.6709,1,0.0,0.0,0.0
667759.4100_534607.9550,667759.41,534607.955,0.0,,0,0.0,0.0,0.0,1.0,12563.2511,1,0.0,0.5,0.0
667759.7500_507907.9900,667759.75,507907.99,0.0,,0,0.0,0.0,0.0,3.0,8769.017,1,0.0,0.75,4.0
667760.6350_542222.1200,667760.635,542222.12,0.0,,0,0.0,0.0,0.0,1.0,17047.0064,1,0.0,0.5,0.0
667761.0200_495121.1300,667761.02,495121.13,0.0,,0,0.0,0.0,0.0,1.0,17421.5733,1,0.0,0.2,5.0
667763.9250_505135.9600,667763.925,505135.96,0.0,,0,0.0,0.0,0.0,1.0,16510.7662,1,0.0,0.3333,3.0
667764.5150_542572.0550,667764.515,542572.055,0.0,,0,0.0,0.0,0.0,0.0,16153.9747,1,0.0,0.0,0.0
667765.8650_505508.3000,667765.865,505508.3,0.0,,0,0.0,0.0,0.0,8.0,17621.5039,1,0.0,0.8,10.0
667771.8450_509640.8550,667771.845,509640.855,0.0,,0,0.0,0.0,0.0,0.0,7539.6007,1,0.0,0.0,0.0
667772.7150_510953.2100,667772.715,510953.21,0.0,,0,0.0,0.0,0.0,0.0,18041.3627,1,0.0,0.0,0.0
667773.0200_509816.6000,667773.02,509816.6,0.0,,0,0.0,0.0,0.0,0.0,16371.3323,1,0.0,0.0,0.0
667775.1200_508417.9150,667775.12,508417.915,0.0,,0,0.0,0.0,0.0,7.0,19079.9955,1,0.0,0.875,8.0
667775.8050_508547.9150,667775.805,508547.915,0.0,,0,0.0,0.0,0.0,2.0,7917.6146,1,0.0,0.6667,3.0
